LP;Zawodnik;AVG - zawodnik;Przeciwnik;AVG - przeciwnik;Wynik;Faza;Turniej;Data
1625;Mensur Suljovic;81.7734375;Rowby-John Rodriguez;66.19200000000001;"6;1";L32;Dutch Darts Masters;13.02.2016
1626;Simon Whitlock;100.51048951048952;Ian White;101.1304347826087;"6;4";L32;Dutch Darts Masters;13.02.2016
1627;Dave Chisnall;87.51655629139073;Kevin Thomas;79.33783783783784;"6;3";L32;Dutch Darts Masters;13.02.2016
1628;James Wade;90.53793103448277;Ryan Harrington;83.97945205479452;"6;3";L32;Dutch Darts Masters;13.02.2016
1629;Jelle Klaasen;91.91082802547771;Kevin Painter;85.87012987012986;"6;4";L32;Dutch Darts Masters;13.02.2016
1630;Devon Petersen;90.64615384615385;Kim Huybrechts;87.984375;"6;2";L32;Dutch Darts Masters;13.02.2016
1631;Michael Smith;85.31756756756756;Gerwyn Price;83.6734693877551;"6;3";L32;Dutch Darts Masters;13.02.2016
1632;Michael van Gerwen;99.48837209302326;John Henderson;92.77685950413223;"6;3";L32;Dutch Darts Masters;13.02.2016
1633;Mervyn King;100.54285714285714;Gary Anderson;99.63829787234042;"6;4";L32;Dutch Darts Masters;13.02.2016
1634;Benito van de Pas;100.81651376146789;Mark Webster;102.65714285714287;"6;2";L32;Dutch Darts Masters;13.02.2016
1635;Adrian Lewis;102.98019801980199;Remco van Eijden;91.94999999999999;"6;1";L32;Dutch Darts Masters;13.02.2016
1636;Peter Wright;103.86666666666666;Stephen Bunting;94.99253731343283;"6;4";L32;Dutch Darts Masters;13.02.2016
1637;Michael van Gerwen;102.648;Justin Pipe;90.89516129032258;"6;3";L16;Dutch Darts Masters;14.02.2016
1638;Dave Chisnall;104.4424778761062;Ritchie Edhouse;89.15454545454546;"6;2";L16;Dutch Darts Masters;14.02.2016
1639;Mensur Suljovic;95.60126582278481;Michael Smith;95.30322580645162;"6;5";L16;Dutch Darts Masters;14.02.2016
1640;Mervyn King;101.81896551724138;Devon Petersen;94.76315789473684;"6;2";L16;Dutch Darts Masters;14.02.2016
1641;Benito van de Pas;103.6701030927835;James Wade;100.54838709677419;"6;1";L16;Dutch Darts Masters;14.02.2016
1642;Simon Whitlock;91.60714285714286;Jelle Klaasen;89.65217391304347;"6;3";L16;Dutch Darts Masters;14.02.2016
1643;Adrian Lewis;93.98360655737704;Terry Jenkins;88.26446280991735;"6;2";L16;Dutch Darts Masters;14.02.2016
1644;Daryl Gurney;105.1764705882353;Peter Wright;103.27338129496403;"6;4";L16;Dutch Darts Masters;14.02.2016
1645;Michael van Gerwen;103.45161290322581;Dave Chisnall;103.71794871794873;"6;3";QF;Dutch Darts Masters;14.02.2016
1646;Mervyn King;91.27325581395348;Benito van de Pas;93.61764705882354;"6;5";QF;Dutch Darts Masters;14.02.2016
1647;Mensur Suljovic;102.099173553719;Simon Whitlock;95.28813559322033;"6;3";QF;Dutch Darts Masters;14.02.2016
1648;Daryl Gurney;106.83582089552239;Adrian Lewis;98.29007633587787;"6;4";QF;Dutch Darts Masters;14.02.2016
1649;Michael van Gerwen;96.58536585365854;Mervyn King;88.95867768595042;"6;2";SF;Dutch Darts Masters;14.02.2016
1650;Daryl Gurney;93.46363636363637;Mensur Suljovic;83.51351351351352;"6;1";SF;Dutch Darts Masters;14.02.2016
1651;Michael van Gerwen;112.26470588235294;Daryl Gurney;96.8910891089109;"6;2";Final;Dutch Darts Masters;14.02.2016
1652;Mark Walsh;82.32167832167832;Thomas Junghans;74.28169014084507;"6;2";L48;German Darts Masters;26.03.2016
1653;Ronny Huybrechts;87.4724409448819;John Michael;90.02439024390245;"6;2";L48;German Darts Masters;26.03.2016
1654;Cristo Reyes;93.14173228346456;Mark Barilli;88.99180327868854;"6;2";L48;German Darts Masters;26.03.2016
1655;Jeffrey de Graaf;86.07831325301204;Darren Johnson;85.88888888888889;"6;4";L48;German Darts Masters;26.03.2016
1656;John Bowles;91.75352112676056;Fabian Herz;82.34782608695652;"6;3";L48;German Darts Masters;26.03.2016
1657;Daryl Gurney;85.0;Dimitri van den Bergh;84.7;"6;3";L48;German Darts Masters;26.03.2016
1658;Rene Eidams;86.18852459016394;Peter Hudson;85.19999999999999;"6;1";L48;German Darts Masters;26.03.2016
1659;James Richardson;88.00840336134453;Andrew Gilding;79.92105263157895;"6;1";L48;German Darts Masters;26.03.2016
1660;Joe Cullen;91.0695652173913;Mike Zuydwijk;82.47368421052632;"6;1";L48;German Darts Masters;26.03.2016
1661;Kevin Painter;101.69696969696969;Stuart Kellett;94.57575757575758;"6;1";L48;German Darts Masters;26.03.2016
1662;Chris Dobey;96.63461538461539;Ben Davies;83.76470588235294;"6;1";L48;German Darts Masters;26.03.2016
1663;William O'Connor;78.19642857142857;Tomas Seyler;72.36206896551724;"6;3";L48;German Darts Masters;26.03.2016
1664;Jermaine Wattimena;85.02439024390243;Alan Norris;87.7125;"6;4";L48;German Darts Masters;26.03.2016
1665;James Wilson;86.21052631578948;Marko Puls;78.96000000000001;"6;3";L48;German Darts Masters;26.03.2016
1666;Stephen Bunting;97.62676056338029;Steve Beaton;92.21379310344828;"6;4";L48;German Darts Masters;26.03.2016
1667;Devon Petersen;86.13068181818181;Nathan Aspinall;86.07428571428571;"6;5";L48;German Darts Masters;26.03.2016
1668;Kevin Painter;88.25698324022346;Justin Pipe;85.0677966101695;"6;5";L32;German Darts Masters;27.03.2016
1669;James Richardson;91.90697674418605;Terry Jenkins;86.33333333333334;"6;2";L32;German Darts Masters;27.03.2016
1670;Ian White;98.37931034482759;Mark Walsh;89.0625;"6;2";L32;German Darts Masters;27.03.2016
1671;Chris Dobey;100.63829787234042;Robert Thornton;96.27857142857142;"6;4";L32;German Darts Masters;27.03.2016
1672;Joe Cullen;92.49375;James Wade;90.09316770186336;"6;4";L32;German Darts Masters;27.03.2016
1673;William O'Connor;86.225;Kim Huybrechts;85.11206896551724;"6;1";L32;German Darts Masters;27.03.2016
1674;Dave Chisnall;96.4;Jermaine Wattimena;90.6923076923077;"6;4";L32;German Darts Masters;27.03.2016
1675;Adrian Lewis;99.04255319148936;John Bowles;88.70212765957447;"6;4";L32;German Darts Masters;27.03.2016
1676;Jelle Klaasen;104.86046511627907;Ronny Huybrechts;90.74074074074075;"6;0";L32;German Darts Masters;27.03.2016
1677;Michael Smith;96.43373493975903;Jeffrey de Graaf;88.32934131736526;"6;5";L32;German Darts Masters;27.03.2016
1678;Peter Wright;97.83333333333334;Stephen Bunting;97.71724137931035;"6;4";L32;German Darts Masters;27.03.2016
1679;James Wilson;97.32413793103449;Mensur Suljovic;96.0;"6;4";L32;German Darts Masters;27.03.2016
1680;Gary Anderson;106.59183673469389;Daryl Gurney;89.05263157894737;"6;1";L32;German Darts Masters;27.03.2016
1681;Benito van de Pas;91.75384615384615;Devon Petersen;85.39024390243902;"6;2";L32;German Darts Masters;27.03.2016
1682;Michael van Gerwen;97.05882352941177;Rene Eidams;92.84328358208955;"6;3";L32;German Darts Masters;27.03.2016
1683;Cristo Reyes;90.63;Brendan Dolan;82.46;"6;1";L32;German Darts Masters;27.03.2016
1684;Peter Wright;96.54374999999999;Cristo Reyes;93.30909090909091;"6;5";L16;German Darts Masters;28.03.2016
1685;James Richardson;93.22222222222221;Adrian Lewis;94.05223880597015;"6;3";L16;German Darts Masters;28.03.2016
1686;Ian White;100.5986842105263;Jelle Klaasen;98.31081081081082;"6;5";L16;German Darts Masters;28.03.2016
1687;Michael Smith;104.56204379562044;James Wilson;101.06521739130436;"6;4";L16;German Darts Masters;28.03.2016
1688;Joe Cullen;92.34319526627219;Benito van de Pas;95.43636363636364;"6;5";L16;German Darts Masters;28.03.2016
1689;Gary Anderson;101.6578947368421;William O'Connor;93.02631578947368;"6;2";L16;German Darts Masters;28.03.2016
1690;Chris Dobey;102.25174825174827;Dave Chisnall;89.67785234899328;"6;4";L16;German Darts Masters;28.03.2016
1691;Michael van Gerwen;102.84955752212389;Kevin Painter;95.63157894736842;"6;2";L16;German Darts Masters;28.03.2016
1692;Peter Wright;101.78378378378378;James Richardson;99.24545454545454;"6;2";QF;German Darts Masters;28.03.2016
1693;Michael Smith;91.24675324675324;Ian White;96.38513513513513;"6;4";QF;German Darts Masters;28.03.2016
1694;Joe Cullen;99.09890109890111;Gary Anderson;79.17241379310344;"6;0";QF;German Darts Masters;28.03.2016
1695;Michael van Gerwen;108.54929577464789;Chris Dobey;100.63448275862069;"6;5";QF;German Darts Masters;28.03.2016
1696;Peter Wright;95.61744966442953;Michael Smith;87.80536912751678;"6;4";SF;German Darts Masters;28.03.2016
1697;Michael van Gerwen;91.44736842105263;Joe Cullen;87.44859813084112;"6;1";SF;German Darts Masters;28.03.2016
1698;Michael van Gerwen;92.71812080536913;Peter Wright;93.19867549668875;"6;4";Final;German Darts Masters;28.03.2016
1699;Joe Murnan;86.50746268656717;Ross Smith;86.85600000000001;"6;2";L48;Gibraltar Darts Trophy;06.05.2016
1700;Michael Rasztovits;88.90384615384615;Steve Beaton;85.6624203821656;"6;4";L48;Gibraltar Darts Trophy;06.05.2016
1701;Nick Fullwell;83.6015625;Antony Lopez;85.85365853658536;"6;2";L48;Gibraltar Darts Trophy;06.05.2016
1702;Justin Pipe;96.96774193548387;Jamie Lewis;82.33333333333333;"6;0";L48;Gibraltar Darts Trophy;06.05.2016
1703;Toni Alcinas;89.75892857142857;Stuart Kellett;90.22429906542057;"6;1";L48;Gibraltar Darts Trophy;06.05.2016
1704;John Henderson;77.69999999999999;Wayne Jones;85.40425531914894;"6;5";L48;Gibraltar Darts Trophy;06.05.2016
1705;Dyson Parody;83.03225806451613;Dirk van Duijvenbode;81.42307692307693;"6;3";L48;Gibraltar Darts Trophy;06.05.2016
1706;Daryl Gurney;102.09599999999999;David Pallett;92.88095238095238;"6;3";L48;Gibraltar Darts Trophy;06.05.2016
1707;Max Hopp;92.83673469387756;Andy Hamilton;92.30136986301369;"6;4";L48;Gibraltar Darts Trophy;06.05.2016
1708;Christian Kist;86.05785123966942;Cristo Reyes;82.95535714285714;"6;1";L48;Gibraltar Darts Trophy;06.05.2016
1709;Gerwyn Price;77.07692307692308;David Francis;68.15789473684211;"6;0";L48;Gibraltar Darts Trophy;06.05.2016
1710;Jermaine Wattimena;94.25806451612902;Rowby-John Rodriguez;85.43801652892562;"6;2";L48;Gibraltar Darts Trophy;06.05.2016
1711;Joe Cullen;96.09202453987729;Kevin Painter;92.39622641509433;"6;5";L48;Gibraltar Darts Trophy;06.05.2016
1712;Stephen Bunting;91.23684210526316;Mark Walsh;82.19999999999999;"6;1";L48;Gibraltar Darts Trophy;06.05.2016
1713;Alan Norris;86.15702479338843;George Federico;69.8;"6;1";L48;Gibraltar Darts Trophy;06.05.2016
1714;Steve West;89.16981132075472;Kyle Anderson;90.88235294117646;"6;4";L48;Gibraltar Darts Trophy;06.05.2016
1715;Robert Thornton;88.53571428571429;John Henderson;87.52941176470588;"6;5";L32;Gibraltar Darts Trophy;07.05.2016
1716;Mervyn King;105.0;Christian Kist;91.52631578947368;"6;2";L32;Gibraltar Darts Trophy;07.05.2016
1717;Simon Whitlock;92.30357142857143;Gerwyn Price;87.4326923076923;"6;1";L32;Gibraltar Darts Trophy;07.05.2016
1718;Joe Murnan;103.38461538461539;Terry Jenkins;103.875;"6;4";L32;Gibraltar Darts Trophy;07.05.2016
1719;Mensur Suljovic;91.14285714285714;Jermaine Wattimena;88.38842975206612;"6;2";L32;Gibraltar Darts Trophy;07.05.2016
1720;Dyson Parody;93.38650306748467;Jelle Klaasen;93.28301886792453;"6;5";L32;Gibraltar Darts Trophy;07.05.2016
1721;Ian White;89.64606741573033;Toni Alcinas;84.83050847457628;"6;5";L32;Gibraltar Darts Trophy;07.05.2016
1722;Kim Huybrechts;84.40243902439025;Michael Rasztovits;83.2638036809816;"6;4";L32;Gibraltar Darts Trophy;07.05.2016
1723;James Wade;86.01459854014598;Justin Pipe;81.92805755395683;"6;2";L32;Gibraltar Darts Trophy;07.05.2016
1724;Benito van de Pas;98.37142857142857;Stephen Bunting;93.96969696969697;"6;1";L32;Gibraltar Darts Trophy;07.05.2016
1725;Gary Anderson;91.77499999999999;Alan Norris;98.84210526315789;"6;2";L32;Gibraltar Darts Trophy;07.05.2016
1726;Michael van Gerwen;95.03999999999999;Nick Fullwell;84.52;"6;4";L32;Gibraltar Darts Trophy;07.05.2016
1727;Dave Chisnall;98.76623376623377;Steve West;95.89999999999999;"6;5";L32;Gibraltar Darts Trophy;07.05.2016
1728;Peter Wright;95.51162790697674;Daryl Gurney;92.54545454545455;"6;3";L32;Gibraltar Darts Trophy;07.05.2016
1729;Michael Smith;98.54166666666666;Joe Cullen;95.22916666666667;"6;4";L32;Gibraltar Darts Trophy;07.05.2016
1730;Michael van Gerwen;105.73170731707316;Mervyn King;101.00826446280993;"6;3";L16;Gibraltar Darts Trophy;08.05.2016
1731;Dyson Parody;87.43373493975903;Max Hopp;87.32926829268293;"6;4";L16;Gibraltar Darts Trophy;08.05.2016
1732;Kim Huybrechts;97.05000000000001;Benito van de Pas;94.9655172413793;"6;2";L16;Gibraltar Darts Trophy;08.05.2016
1733;Gary Anderson;104.72972972972971;James Wade;100.77777777777779;"6;2";L16;Gibraltar Darts Trophy;08.05.2016
1734;Peter Wright;85.70454545454545;Simon Whitlock;88.83720930232558;"6;2";L16;Gibraltar Darts Trophy;08.05.2016
1735;Ian White;107.33333333333334;Joe Murnan;92.2;"6;2";L16;Gibraltar Darts Trophy;08.05.2016
1736;Dave Chisnall;110.58088235294117;Robert Thornton;102.54347826086956;"6;5";L16;Gibraltar Darts Trophy;08.05.2016
1737;Mensur Suljovic;101.58536585365853;Michael Smith;104.84615384615384;"6;3";L16;Gibraltar Darts Trophy;08.05.2016
1738;Michael van Gerwen;100.03846153846155;Dyson Parody;96.51592356687897;"6;5";QF;Gibraltar Darts Trophy;08.05.2016
1739;Kim Huybrechts;85.52513966480447;Gary Anderson;87.56571428571428;"6;5";QF;Gibraltar Darts Trophy;08.05.2016
1740;Ian White;93.525;Peter Wright;91.95652173913044;"6;5";QF;Gibraltar Darts Trophy;08.05.2016
1741;Dave Chisnall;108.47260273972603;Mensur Suljovic;97.96688741721854;"6;5";QF;Gibraltar Darts Trophy;08.05.2016
1742;Michael van Gerwen;109.97560975609755;Kim Huybrechts;104.16;"6;0";SF;Gibraltar Darts Trophy;08.05.2016
1743;Dave Chisnall;100.19999999999999;Ian White;85.51724137931035;"6;0";SF;Gibraltar Darts Trophy;08.05.2016
1744;Michael van Gerwen;103.88888888888889;Dave Chisnall;103.19417475728156;"6;2";Final;Gibraltar Darts Trophy;08.05.2016
1745;Mike de Decker;87.6953642384106;Darren Johnson;86.60958904109589;"6;3";L48;European Darts Matchplay;13.05.2016
1746;Darren Webster;87.575;Jonathan Worsley;75.68421052631578;"6;1";L48;European Darts Matchplay;13.05.2016
1747;Max Hopp;87.36144578313254;Joe Murnan;91.7560975609756;"6;5";L48;European Darts Matchplay;13.05.2016
1748;Alan Norris;88.13372093023256;Richie Corner;88.26785714285714;"6;5";L48;European Darts Matchplay;13.05.2016
1749;Magnus Caris;84.13548387096775;Cristo Reyes;84.44295302013423;"6;3";L48;European Darts Matchplay;13.05.2016
1750;Rene Eidams;80.94915254237287;Ricky Williams;81.22033898305085;"6;4";L48;European Darts Matchplay;13.05.2016
1751;Rowby-John Rodriguez;86.82035928143713;Michel van der Horst;85.9090909090909;"6;4";L48;European Darts Matchplay;13.05.2016
1752;Remco van Eijden;85.74590163934427;Andrew Gilding;81.7;"6;1";L48;European Darts Matchplay;13.05.2016
1753;Ron Meulenkamp;89.21511627906976;Joe Cullen;90.92441860465117;"6;5";L48;European Darts Matchplay;13.05.2016
1754;Jamie Caven;96.1472392638037;Josh Payne;94.79268292682927;"6;5";L48;European Darts Matchplay;13.05.2016
1755;John Henderson;84.13636363636364;Mark Webster;93.72781065088758;"6;5";L48;European Darts Matchplay;13.05.2016
1756;Chris Dobey;85.90740740740742;Jyhan Artut;84.93975903614458;"6;4";L48;European Darts Matchplay;13.05.2016
1757;Vincent van der Voort;87.93181818181819;Jamie Robinson;78.97674418604652;"6;2";L48;European Darts Matchplay;13.05.2016
1758;Daryl Gurney;87.70481927710844;Kevin Painter;86.47826086956522;"6;4";L48;European Darts Matchplay;13.05.2016
1759;Maik Langendorf;82.87974683544304;Andree Welge;81.97402597402598;"6;3";L48;European Darts Matchplay;13.05.2016
1760;Jonny Clayton;91.77857142857142;Devon Petersen;90.95555555555556;"6;3";L48;European Darts Matchplay;13.05.2016
1761;Terry Jenkins;92.05405405405405;Magnus Caris;85.94444444444444;"6;1";L32;European Darts Matchplay;14.05.2016
1762;Benito van de Pas;107.35;Alan Norris;98.79130434782607;"6;3";L32;European Darts Matchplay;14.05.2016
1763;Jamie Caven;96.07142857142858;Simon Whitlock;90.14516129032258;"6;3";L32;European Darts Matchplay;14.05.2016
1764;Max Hopp;89.6015625;Ian White;83.424;"6;2";L32;European Darts Matchplay;14.05.2016
1765;John Henderson;91.28025477707007;Robert Thornton;86.21153846153845;"6;4";L32;European Darts Matchplay;14.05.2016
1766;Mensur Suljovic;95.93617021276596;Mike de Decker;84.24137931034483;"6;0";L32;European Darts Matchplay;14.05.2016
1767;Jelle Klaasen;97.39622641509433;Chris Dobey;92.94409937888199;"6;5";L32;European Darts Matchplay;14.05.2016
1768;Daryl Gurney;104.25;Mervyn King;99.048;"6;3";L32;European Darts Matchplay;14.05.2016
1769;Dave Chisnall;100.62711864406779;Ron Meulenkamp;92.64406779661017;"6;2";L32;European Darts Matchplay;14.05.2016
1770;Vincent van der Voort;92.0;Kim Huybrechts;85.675;"6;2";L32;European Darts Matchplay;14.05.2016
1771;Michael Smith;91.58333333333334;Rowby-John Rodriguez;78.0;"6;1";L32;European Darts Matchplay;14.05.2016
1772;Adrian Lewis;90.42857142857143;Rene Eidams;84.46875;"6;4";L32;European Darts Matchplay;14.05.2016
1773;Peter Wright;99.3076923076923;Darren Webster;93.58064516129033;"6;5";L32;European Darts Matchplay;14.05.2016
1774;James Wade;100.88321167883213;Jonny Clayton;98.32835820895522;"6;4";L32;European Darts Matchplay;14.05.2016
1775;Gary Anderson;90.70344827586207;Maik Langendorf;87.2127659574468;"6;3";L32;European Darts Matchplay;14.05.2016
1776;Michael van Gerwen;98.77499999999999;Remco van Eijden;89.34210526315789;"6;2";L32;European Darts Matchplay;14.05.2016
1777;Mensur Suljovic;91.52694610778444;Michael Smith;89.57142857142857;"6;5";L16;European Darts Matchplay;15.05.2016
1778;Dave Chisnall;100.87234042553192;John Henderson;89.6115107913669;"6;4";L16;European Darts Matchplay;15.05.2016
1779;Max Hopp;95.97744360902256;Terry Jenkins;90.23076923076923;"6;3";L16;European Darts Matchplay;15.05.2016
1780;Peter Wright;99.88636363636364;Jamie Caven;91.07633587786259;"6;3";L16;European Darts Matchplay;15.05.2016
1781;James Wade;100.91666666666666;Gary Anderson;96.72897196261681;"6;2";L16;European Darts Matchplay;15.05.2016
1782;Benito van de Pas;93.44117647058823;Vincent van der Voort;89.57462686567163;"6;3";L16;European Darts Matchplay;15.05.2016
1783;Jelle Klaasen;89.79245283018868;Adrian Lewis;86.51249999999999;"6;4";L16;European Darts Matchplay;15.05.2016
1784;Michael van Gerwen;101.7642857142857;Daryl Gurney;92.9136690647482;"6;4";L16;European Darts Matchplay;15.05.2016
1785;Dave Chisnall;101.12765957446808;Mensur Suljovic;98.08695652173914;"6;4";QF;European Darts Matchplay;15.05.2016
1786;Peter Wright;96.26712328767123;Max Hopp;94.20408163265307;"6;4";QF;European Darts Matchplay;15.05.2016
1787;James Wade;90.79141104294479;Benito van de Pas;96.03726708074535;"6;5";QF;European Darts Matchplay;15.05.2016
1788;Michael van Gerwen;106.75167785234899;Jelle Klaasen;100.42657342657341;"6;5";QF;European Darts Matchplay;15.05.2016
1789;Dave Chisnall;93.81428571428572;Peter Wright;86.29787234042553;"6;3";SF;European Darts Matchplay;15.05.2016
1790;James Wade;95.03305785123968;Michael van Gerwen;97.18965517241378;"6;2";SF;European Darts Matchplay;15.05.2016
1791;James Wade;92.35329341317365;Dave Chisnall;93.54878048780488;"6;5";Final;European Darts Matchplay;15.05.2016
1792;Jermaine Wattimena;96.33834586466165;Brendan Dolan;83.69999999999999;"6;3";L48;Austrian Darts Open;10.06.2016
1793;Dimitri van den Bergh;85.14634146341464;Wayne Jones;81.64462809917356;"6;1";L48;Austrian Darts Open;10.06.2016
1794;Simon Stevenson;83.70165745856353;James Wilson;84.29834254143647;"6;5";L48;Austrian Darts Open;10.06.2016
1795;Chris Dobey;83.11184210526315;Darron Brown;82.1842105263158;"6;3";L48;Austrian Darts Open;10.06.2016
1796;Nigel Heydon;89.9625;Roxy-James Rodriguez;86.88749999999999;"6;4";L48;Austrian Darts Open;10.06.2016
1797;James Richardson;90.9140625;Christian Kist;78.7265625;"6;2";L48;Austrian Darts Open;10.06.2016
1798;Rowby-John Rodriguez;87.40336134453781;Steve McNally;77.71052631578948;"6;1";L48;Austrian Darts Open;10.06.2016
1799;Mark Frost;85.74264705882354;Mike Zuydwijk;82.38970588235294;"6;2";L48;Austrian Darts Open;10.06.2016
